carat,cut,color,clarity,depth,table,price,x,y,z
0.7,Ideal,F,SI1,62.6,56.0,2200,5.69,5.66,3.55
0.83,Ideal,H,SI2,60.7,57.0,2201,6.08,6.05,3.68
0.58,Very Good,F,VVS2,60.0,57.0,2201,5.44,5.42,3.26
0.71,Very Good,G,SI1,62.7,59.0,2201,5.65,5.67,3.55
0.74,Premium,H,SI1,60.9,60.0,2201,5.81,5.75,3.52
0.6,Ideal,F,VS1,61.9,55.0,2201,5.4,5.42,3.35
0.83,Ideal,I,VS2,62.9,56.0,2201,5.98,5.94,3.75
0.7,Very Good,I,VS2,62.8,59.0,2202,5.56,5.61,3.51
0.57,Ideal,E,VS2,61.3,57.0,2202,5.29,5.38,3.27
0.57,Ideal,E,VS2,61.0,54.0,2202,5.39,5.43,3.3
0.56,Ideal,G,VVS1,62.0,56.0,2202,5.28,5.3,3.28
0.71,Very Good,I,VS1,63.1,57.0,2202,5.68,5.58,3.55
0.71,Premium,I,VS1,62.5,61.0,2202,5.68,5.64,3.54
0.8,Premium,J,VS1,61.6,60.0,2202,5.94,5.88,3.64
0.56,Ideal,F,VVS2,61.2,57.0,2202,5.31,5.35,3.26
0.61,Ideal,D,VS2,62.0,56.0,2202,5.43,5.48,3.38
0.54,Ideal,F,VS1,61.5,55.0,2202,5.26,5.27,3.24
0.7,Ideal,H,SI2,61.6,56.0,2202,5.69,5.71,3.51
0.71,Ideal,F,SI2,61.6,56.0,2202,5.68,5.74,3.52
0.69,Good,G,VS1,60.8,64.0,2202,5.77,5.66,3.47
0.71,Premium,I,VS1,62.5,59.0,2202,5.75,5.71,3.58
0.51,Premium,F,VS2,61.1,58.0,2203,5.19,5.16,3.16
0.72,Premium,J,VVS1,61.4,61.0,2203,5.77,5.7,3.52
0.51,Premium,F,VVS2,60.5,59.0,2203,5.17,5.15,3.12
0.51,Ideal,F,VVS2,62.2,56.0,2203,5.12,5.08,3.17
0.72,Fair,H,SI2,65.9,57.0,2203,5.6,5.54,3.67
0.51,Ideal,F,VVS2,62.6,57.0,2203,5.13,5.1,3.2
0.51,Ideal,F,VVS2,62.4,57.0,2203,5.12,5.08,3.18
0.51,Ideal,F,VVS2,61.2,56.0,2203,5.19,5.17,3.17
0.51,Ideal,F,VVS2,61.2,56.0,2203,5.19,5.17,3.17
0.51,Premium,D,VS1,60.0,58.0,2203,5.19,5.14,3.1
0.52,Very Good,F,VVS1,61.7,56.0,2205,5.17,5.22,3.2
0.63,Ideal,E,VS2,62.1,56.0,2205,5.49,5.52,3.42
0.76,Very Good,J,VS2,61.2,57.0,2206,5.86,5.91,3.6
0.71,Very Good,G,SI1,62.1,58.0,2206,5.68,5.72,3.54
0.71,Very Good,G,SI1,62.4,57.0,2206,5.66,5.69,3.54
0.72,Very Good,H,VS1,62.8,56.0,2206,5.72,5.77,3.61
1.01,Premium,H,I1,58.4,60.0,2206,6.53,6.48,3.8
0.74,Premium,G,SI2,60.1,58.0,2206,5.89,5.86,3.53
0.5,Ideal,E,VVS2,61.7,55.7,2206,5.09,5.12,3.13
0.62,Ideal,G,VS1,60.7,55.0,2206,5.55,5.59,3.38
0.57,Ideal,G,VVS2,60.7,55.0,2206,5.36,5.34,3.25
0.57,Ideal,G,VVS2,61.7,56.0,2206,5.33,5.3,3.28
0.57,Ideal,G,VVS2,61.7,54.0,2206,5.41,5.32,3.31
0.61,Premium,D,VS1,62.4,57.0,2207,5.46,5.44,3.4
0.71,Premium,H,SI1,62.4,62.0,2207,5.67,5.64,3.53
0.62,Ideal,I,VVS1,61.1,55.0,2207,5.52,5.57,3.39
0.61,Ideal,D,VS2,61.0,57.0,2207,5.49,5.53,3.36
0.71,Very Good,H,SI1,63.5,57.0,2207,5.67,5.64,3.59
0.71,Premium,H,SI1,62.5,60.0,2207,5.75,5.68,3.57
0.71,Very Good,H,SI1,63.1,57.0,2207,5.65,5.61,3.55
0.71,Very Good,H,SI1,63.5,57.0,2207,5.67,5.63,3.59
0.71,Good,H,SI1,64.0,61.0,2207,5.61,5.54,3.57
0.71,Fair,I,VS2,64.7,60.0,2208,5.54,5.46,3.56
0.72,Very Good,J,VVS1,60.1,58.0,2208,5.8,5.84,3.5
0.51,Ideal,F,VVS1,60.9,57.0,2208,5.16,5.21,3.16
0.62,Ideal,E,VS2,62.0,54.5,2208,5.46,5.48,3.39
0.51,Ideal,G,IF,61.4,54.0,2208,5.18,5.24,3.2
0.7,Fair,G,SI2,58.6,56.0,2208,5.8,5.74,3.38
0.71,Premium,G,SI2,62.1,58.0,2208,5.72,5.68,3.54
0.7,Very Good,G,SI1,63.6,58.0,2209,5.61,5.65,3.58
0.7,Very Good,G,SI1,62.8,58.0,2209,5.64,5.69,3.56
0.71,Ideal,H,VS1,62.1,55.0,2209,5.68,5.72,3.54
0.51,Ideal,E,VVS2,61.7,57.0,2209,5.11,5.14,3.16
0.7,Good,G,SI1,62.7,59.0,2209,5.57,5.63,3.51
0.71,Very Good,H,SI1,63.1,56.0,2210,5.62,5.69,3.57
0.7,Very Good,D,SI1,63.7,59.0,2210,5.59,5.65,3.58
0.65,Ideal,H,VVS2,61.6,58.0,2210,5.56,5.6,3.44
0.5,Ideal,F,VVS2,60.5,56.0,2210,5.15,5.09,3.1
0.5,Ideal,F,VVS2,61.3,59.0,2210,5.05,5.1,3.11
0.73,Ideal,G,SI2,61.8,56.0,2210,5.76,5.8,3.57
0.54,Ideal,H,IF,60.3,55.0,2210,5.29,5.33,3.2
0.57,Ideal,H,IF,61.0,57.0,2210,5.35,5.38,3.27
0.5,Ideal,D,VVS2,60.4,54.0,2211,5.23,5.17,3.14
0.66,Very Good,G,VVS2,60.5,59.0,2211,5.67,5.72,3.44
0.51,Very Good,E,VVS2,61.4,59.0,2211,5.1,5.16,3.15
0.47,Fair,D,IF,60.6,60.0,2211,5.09,4.98,3.05
0.51,Ideal,E,VVS2,62.8,56.0,2211,5.13,5.15,3.23
0.58,Ideal,D,VS1,61.8,56.0,2211,5.34,5.37,3.31
0.58,Ideal,H,IF,61.6,57.0,2211,5.34,5.37,3.3
0.63,Premium,F,VS2,61.0,61.0,2211,5.6,5.49,3.38
0.63,Very Good,D,SI1,63.1,58.0,2211,5.49,5.44,3.45
0.67,Premium,F,VS2,62.5,59.0,2211,5.58,5.53,3.47
0.7,Good,F,VS2,63.5,56.0,2212,5.64,5.45,3.52
0.7,Very Good,G,VS1,62.9,59.0,2212,5.56,5.63,3.52
0.72,Premium,G,SI1,61.2,62.0,2212,5.75,5.72,3.51
0.7,Very Good,H,SI1,62.1,59.0,2213,5.62,5.66,3.5
0.7,Premium,F,SI2,61.8,60.0,2213,5.65,5.71,3.51
0.59,Very Good,E,VVS2,59.8,57.0,2214,5.48,5.53,3.29
0.71,Good,I,VS2,64.3,63.0,2214,5.63,5.56,3.6
0.7,Very Good,H,SI1,62.8,57.0,2214,5.61,5.66,3.54
0.61,Ideal,E,VS1,62.2,56.0,2214,5.43,5.41,3.37
0.6,Premium,D,VS2,59.6,59.0,2214,5.53,5.47,3.28
0.75,Premium,E,SI2,61.9,55.0,2214,5.89,5.84,3.63
0.71,Ideal,G,SI1,62.5,57.0,2215,5.72,5.64,3.55
0.71,Good,G,SI1,63.9,56.0,2215,5.62,5.59,3.58
0.73,Ideal,I,SI1,62.0,57.0,2215,5.74,5.77,3.56
0.64,Ideal,E,SI1,60.9,57.0,2215,5.56,5.58,3.39
0.7,Premium,E,SI2,61.1,61.0,2215,5.74,5.69,3.49
0.71,Good,E,SI2,57.8,60.0,2215,5.86,5.83,3.38
0.71,Good,D,SI2,64.3,56.0,2215,5.64,5.59,3.61
0.71,Premium,G,SI1,62.8,61.0,2215,5.64,5.59,3.53
0.71,Premium,E,SI2,62.1,62.0,2215,5.7,5.67,3.53
0.71,Premium,G,SI1,58.5,58.0,2215,5.87,5.82,3.42
0.75,Premium,G,SI2,61.0,58.0,2216,5.9,5.94,3.61
0.54,Ideal,F,VVS2,61.2,55.0,2216,5.25,5.27,3.22
0.72,Premium,I,VS2,60.9,60.0,2216,5.76,5.8,3.52
0.52,Ideal,F,VVS2,61.8,56.0,2216,5.2,5.17,3.2
0.52,Ideal,D,VVS2,59.9,57.0,2217,5.21,5.28,3.14
0.57,Ideal,G,VVS1,61.9,57.0,2217,5.31,5.35,3.3
0.71,Very Good,J,VVS1,59.7,58.0,2218,5.8,5.83,3.47
0.72,Very Good,G,SI2,61.9,59.0,2218,5.67,5.71,3.52
0.71,Very Good,I,SI1,62.6,59.0,2218,5.67,5.7,3.56
0.7,Good,H,SI1,63.7,59.0,2218,5.53,5.59,3.54
0.7,Premium,H,VS2,60.8,58.0,2218,5.71,5.68,3.46
0.7,Good,G,SI1,63.9,58.0,2218,5.57,5.51,3.54
0.54,Ideal,F,VVS2,61.4,56.0,2218,5.27,5.29,3.24
0.73,Ideal,I,SI2,62.4,56.0,2218,5.74,5.77,3.59
0.71,Ideal,I,SI1,62.5,57.0,2218,5.69,5.74,3.57
0.7,Premium,D,SI1,61.4,59.0,2218,5.67,5.64,3.47
0.56,Premium,F,VVS1,61.1,56.0,2218,5.41,5.3,3.27
0.71,Very Good,I,VS2,61.4,56.0,2219,5.73,5.79,3.53
0.5,Very Good,F,IF,59.7,60.0,2219,5.18,5.24,3.11
0.51,Very Good,D,VVS2,62.4,58.0,2220,5.1,5.13,3.19
1.03,Good,J,I1,58.2,64.0,2220,6.64,6.69,3.88
0.52,Ideal,E,VVS2,60.9,56.0,2220,5.21,5.24,3.18
0.55,Ideal,E,VS1,61.5,56.0,2220,5.26,5.29,3.24
0.71,Very Good,F,SI1,62.1,58.0,2221,5.64,5.72,3.53
0.7,Good,D,SI2,63.1,60.0,2221,5.56,5.62,3.53
0.64,Very Good,E,VS2,60.5,58.1,2222,5.59,5.62,3.39
0.74,Very Good,H,SI2,62.1,58.0,2222,5.82,5.78,3.6
0.64,Ideal,F,VS1,61.9,56.8,2222,5.55,5.6,3.45
0.64,Good,F,VS1,57.7,61.0,2222,5.68,5.75,3.29
0.66,Ideal,H,VS1,62.7,55.0,2222,5.6,5.57,3.5
0.7,Premium,D,SI2,61.8,55.0,2222,5.71,5.68,3.52
0.51,Very Good,F,VVS1,62.6,57.0,2223,5.06,5.1,3.18
0.8,Very Good,J,SI1,61.6,56.0,2224,5.94,5.98,3.67
0.7,Very Good,E,SI2,61.8,60.0,2224,5.61,5.65,3.48
0.55,Ideal,D,VS2,60.6,56.0,2224,5.3,5.36,3.23
0.64,Ideal,D,VS2,60.7,59.0,2224,5.58,5.62,3.4
0.72,Ideal,F,SI2,62.0,55.0,2224,5.75,5.79,3.58
0.68,Premium,E,SI1,62.0,59.0,2224,5.67,5.65,3.51
0.71,Premium,H,SI2,60.5,60.0,2224,5.81,5.73,3.49
0.71,Very Good,E,SI2,63.3,57.0,2225,5.65,5.69,3.59
0.91,Good,E,I1,57.7,63.0,2225,6.3,6.35,3.65
0.61,Ideal,E,VS2,61.7,56.0,2225,5.46,5.43,3.36
0.52,Ideal,D,VS2,61.8,55.0,2225,5.19,5.23,3.22
0.71,Very Good,J,VVS2,61.1,58.0,2226,5.7,5.75,3.5
0.71,Very Good,I,VS1,62.9,59.0,2226,5.68,5.71,3.58
0.71,Ideal,J,VVS2,60.3,61.0,2226,5.76,5.79,3.48
0.9,Good,G,I1,63.6,61.0,2226,6.03,6.07,3.85
0.71,Good,E,SI2,58.7,61.0,2226,5.73,5.78,3.38
0.69,Very Good,D,SI1,57.6,62.0,2227,5.83,5.9,3.38
0.76,Premium,H,SI1,59.8,57.0,2227,5.93,5.91,3.54
0.8,Premium,J,SI1,60.1,57.0,2227,6.03,5.98,3.61
0.58,Ideal,F,VS1,62.4,57.0,2227,5.36,5.32,3.33
0.58,Ideal,F,VS1,61.9,56.0,2227,5.36,5.33,3.31
0.58,Ideal,F,VS1,60.3,57.0,2227,5.47,5.44,3.29
0.75,Very Good,H,SI2,61.9,56.0,2228,5.79,5.87,3.61
0.78,Very Good,I,SI1,63.1,56.0,2228,5.88,5.82,3.69
0.74,Ideal,I,SI1,62.0,53.0,2229,5.83,5.84,3.62
0.7,Good,E,SI2,57.5,58.0,2229,5.8,5.85,3.35
0.8,Good,D,SI2,64.0,60.0,2229,5.91,5.81,3.75
0.72,Good,F,SI1,63.9,62.0,2229,5.7,5.63,3.62
0.7,Very Good,E,SI2,61.1,62.0,2230,5.68,5.72,3.48
0.7,Ideal,F,SI1,61.9,57.0,2230,5.66,5.75,3.53
0.7,Very Good,F,SI1,62.2,58.0,2230,5.66,5.69,3.53
0.7,Ideal,F,SI1,62.2,57.0,2230,5.67,5.74,3.55
0.7,Premium,F,SI1,61.9,58.0,2230,5.69,5.74,3.54
0.7,Very Good,F,SI1,61.8,58.0,2230,5.67,5.72,3.52
0.7,Very Good,F,SI1,61.7,61.0,2230,5.67,5.7,3.51
0.7,Very Good,F,SI1,61.6,55.0,2230,5.66,5.7,3.5
0.52,Ideal,E,VVS2,62.0,54.0,2230,5.16,5.19,3.21
0.53,Ideal,E,VVS2,62.0,58.0,2230,5.16,5.2,3.21
0.56,Ideal,G,VS1,61.0,56.0,2230,5.31,5.35,3.25
0.7,Very Good,F,SI1,60.6,58.0,2231,5.73,5.78,3.49
0.54,Ideal,F,VVS2,61.0,54.0,2231,5.28,5.3,3.23
0.54,Ideal,F,VVS2,61.6,56.0,2231,5.23,5.26,3.23
0.71,Premium,H,SI2,62.7,57.0,2231,5.71,5.64,3.56
0.82,Very Good,G,SI2,63.4,55.0,2232,5.96,5.93,3.77
0.7,Ideal,I,VS2,62.2,55.0,2232,5.66,5.69,3.53
0.7,Ideal,I,VS2,62.5,56.0,2232,5.66,5.7,3.55
0.7,Ideal,G,SI2,62.4,55.0,2232,5.66,5.72,3.55
0.7,Ideal,G,SI2,62.6,55.0,2232,5.66,5.69,3.55
0.7,Ideal,G,SI2,61.4,57.0,2232,5.69,5.74,3.51
0.72,Ideal,F,SI2,62.4,55.0,2232,5.72,5.76,3.58
0.62,Premium,H,VVS1,61.9,58.0,2232,5.49,5.46,3.39
0.71,Ideal,I,VS2,62.3,59.0,2233,5.68,5.71,3.55
0.51,Ideal,E,VS1,61.4,56.0,2233,5.14,5.16,3.16
0.71,Ideal,G,SI1,60.6,57.0,2233,5.72,5.8,3.49
0.58,Ideal,H,IF,60.2,56.0,2233,5.43,5.46,3.28
0.7,Very Good,G,SI1,62.0,61.0,2234,5.68,5.71,3.53
0.7,Good,H,VS2,59.1,65.0,2234,5.75,5.85,3.43
0.75,Premium,H,SI2,62.3,57.0,2234,5.79,5.73,3.59
0.7,Premium,I,VS1,62.9,61.0,2234,5.64,5.62,3.54
0.7,Ideal,G,SI2,61.3,58.0,2234,5.67,5.69,3.48
0.7,Good,I,VS2,59.4,57.0,2234,5.77,5.82,3.44
0.73,Ideal,I,SI1,62.0,56.0,2234,5.8,5.75,3.58
0.7,Fair,I,VS1,60.2,66.0,2234,5.77,5.62,3.44
0.7,Premium,F,SI2,59.6,58.0,2234,5.79,5.72,3.43
0.73,Premium,H,SI2,62.5,58.0,2234,5.73,5.69,3.57
0.7,Premium,F,SI2,59.5,58.0,2234,5.82,5.72,3.44
0.7,Premium,F,SI2,58.8,58.0,2234,5.82,5.77,3.41
0.73,Premium,I,VVS2,59.3,59.0,2234,5.91,5.87,3.49
0.7,Premium,I,VS1,61.7,61.0,2234,5.69,5.63,3.49
0.71,Ideal,F,SI1,63.0,54.0,2235,5.73,5.69,3.6
0.69,Fair,G,VS1,61.2,65.4,2235,5.58,5.64,3.42
0.71,Premium,D,SI2,59.7,60.0,2235,5.84,5.79,3.47
0.56,Very Good,F,VVS2,59.5,61.0,2236,5.36,5.33,3.18
0.5,Ideal,E,VVS2,61.5,57.0,2236,5.09,5.12,3.14
0.54,Ideal,G,VVS1,61.8,55.0,2236,5.27,5.24,3.25
0.54,Premium,G,VVS1,60.7,56.0,2236,5.3,5.25,3.2
0.54,Ideal,G,VVS1,62.2,56.0,2236,5.22,5.2,3.24
0.61,Ideal,H,VVS1,60.3,56.0,2237,5.52,5.55,3.34
0.7,Ideal,F,SI2,60.6,57.2,2237,5.75,5.77,3.49
0.71,Very Good,E,SI2,62.2,58.0,2238,5.68,5.74,3.55
0.5,Very Good,F,IF,61.4,60.0,2238,5.07,5.1,3.12
0.52,Ideal,G,VVS2,61.7,55.0,2238,5.15,5.2,3.19
0.55,Very Good,E,VVS2,60.8,55.0,2238,5.26,5.33,3.22
0.74,Premium,G,SI2,62.7,60.0,2238,5.78,5.73,3.61
0.64,Ideal,E,VS2,62.0,55.0,2238,5.52,5.55,3.43
0.58,Premium,F,VVS2,62.6,56.0,2238,5.37,5.27,3.33
0.7,Very Good,E,SI1,62.8,56.0,2239,5.69,5.72,3.58
0.7,Very Good,E,SI1,62.6,58.0,2239,5.66,5.68,3.55
0.7,Good,E,SI1,61.9,58.0,2239,5.63,5.67,3.5
0.7,Good,E,SI1,62.7,61.0,2239,5.59,5.67,3.53
0.7,Very Good,E,SI1,61.5,56.0,2239,5.74,5.8,3.55
0.7,Very Good,E,SI1,58.7,60.0,2239,5.85,5.88,3.44
0.7,Very Good,E,SI1,60.3,58.0,2239,5.73,5.85,3.49
0.97,Ideal,I,I1,61.6,53.0,2239,6.4,6.43,3.95
0.3,Very Good,G,VS2,62.1,56.0,541,4.27,4.3,2.66
0.3,Very Good,H,VS1,61.9,55.0,541,4.32,4.37,2.69
0.3,Very Good,H,VS1,62.3,56.0,541,4.29,4.32,2.68
0.37,Very Good,E,SI2,61.9,55.0,541,4.63,4.67,2.87
0.35,Ideal,H,SI1,61.9,55.0,541,4.54,4.57,2.82
0.31,Ideal,D,SI1,62.3,55.0,541,4.33,4.34,2.7
0.31,Ideal,D,SI1,61.7,56.0,541,4.35,4.37,2.69
0.36,Premium,J,SI1,61.3,60.0,541,4.59,4.52,2.79
0.31,Very Good,G,VS1,62.7,54.0,542,4.35,4.36,2.73
0.3,Ideal,H,VVS2,61.9,56.0,542,4.28,4.31,2.65
0.31,Ideal,E,SI1,61.8,53.9,542,4.32,4.35,2.68
0.31,Premium,G,VS1,62.1,58.0,542,4.31,4.36,2.69
0.31,Ideal,G,VS1,62.7,57.0,542,4.31,4.34,2.71
0.31,Very Good,G,VS1,60.4,59.0,542,4.37,4.41,2.65
0.31,Ideal,G,VS1,61.9,56.0,542,4.34,4.38,2.7
0.23,Ideal,E,VS2,62.6,57.0,543,3.92,3.88,2.44
0.27,Very Good,F,VVS2,62.5,59.0,544,4.11,4.15,2.58
0.27,Very Good,E,VVS2,60.5,60.0,544,4.19,4.2,2.54
0.28,Very Good,E,VVS2,62.0,56.0,544,4.22,4.3,2.63
0.32,Very Good,J,VVS1,60.2,60.0,544,4.42,4.49,2.68
0.27,Very Good,F,VVS1,59.7,59.0,544,4.19,4.22,2.51
0.27,Very Good,E,VVS1,60.0,58.0,544,4.21,4.22,2.53
0.27,Very Good,D,VVS1,61.0,61.0,544,4.14,4.15,2.53
0.32,Very Good,G,VS2,62.3,55.0,544,4.38,4.41,2.73
0.33,Very Good,F,SI1,61.2,58.1,544,4.48,4.51,2.75
0.31,Ideal,I,VS1,61.7,55.0,544,4.39,4.36,2.7
0.31,Ideal,H,VS1,62.0,54.0,544,4.35,4.39,2.71
0.31,Premium,H,VS1,62.6,60.0,544,4.3,4.32,2.7
0.31,Ideal,E,SI1,62.4,57.0,544,4.31,4.34,2.7
0.31,Very Good,E,SI1,59.1,59.0,544,4.42,4.44,2.62
0.7,Good,E,SI2,57.8,61.0,2239,5.89,5.85,3.39
0.7,Premium,F,SI1,59.4,60.0,2239,5.77,5.74,3.42
0.7,Premium,F,SI1,61.2,59.0,2239,5.7,5.64,3.47
0.71,Good,I,VS1,59.1,63.4,2239,5.76,5.81,3.42
0.7,Premium,D,SI2,63.0,56.0,2239,5.67,5.64,3.56
0.7,Ideal,E,SI2,61.2,55.0,2239,5.76,5.68,3.5
1.06,Fair,I,I1,64.5,57.0,2239,6.47,6.33,4.13
0.71,Very Good,G,SI1,63.1,60.0,2240,5.6,5.69,3.56
0.78,Ideal,G,SI2,61.9,55.0,2240,5.91,5.94,3.67
0.7,Ideal,I,VS2,62.0,54.1,2240,5.7,5.73,3.55
0.7,Ideal,I,VS2,61.9,53.2,2240,5.68,5.71,3.56
0.7,Ideal,I,VS2,62.1,54.6,2240,5.68,5.72,3.54
0.7,Ideal,H,SI1,61.4,57.0,2240,5.64,5.76,3.5
0.71,Good,G,SI1,64.1,58.0,2240,5.6,5.63,3.6
0.65,Very Good,F,VS2,64.0,55.3,2241,5.5,5.57,3.54
0.63,Very Good,G,VS1,59.9,57.0,2241,5.57,5.62,3.35
0.58,Ideal,E,VS1,60.8,57.0,2241,5.41,5.42,3.29
0.7,Fair,E,SI1,66.7,59.0,2241,5.49,5.45,3.65
0.72,Ideal,F,SI2,62.1,57.0,2241,5.72,5.75,3.56
0.65,Good,G,VS1,60.0,60.4,2241,5.6,5.7,3.39
0.83,Ideal,J,VS2,61.5,57.0,2241,6.08,6.03,3.72
0.83,Premium,J,SI2,59.1,60.0,2241,6.13,6.12,3.62
0.7,Very Good,D,SI1,64.0,53.0,2242,5.57,5.61,3.58
0.61,Ideal,G,VVS2,61.6,54.0,2242,5.45,5.49,3.37
0.55,Ideal,F,VVS2,62.4,55.0,2242,5.24,5.28,3.28
0.65,Ideal,G,VS1,60.6,60.0,2242,5.58,5.61,3.39
0.7,Good,D,SI2,58.3,60.0,2242,5.81,5.89,3.41
0.7,Good,F,SI1,63.7,58.0,2242,5.62,5.65,3.59
0.61,Very Good,E,VS1,61.1,58.0,2243,5.47,5.52,3.36
0.64,Premium,D,VS2,60.9,59.0,2243,5.6,5.63,3.42
0.5,Ideal,D,VS2,61.1,57.0,2243,5.11,5.13,3.13
0.62,Ideal,D,VS2,61.2,56.0,2243,5.49,5.52,3.37
0.58,Good,E,VVS1,61.9,63.0,2243,5.27,5.33,3.28
0.67,Good,F,VS1,64.4,57.0,2244,5.55,5.6,3.6
0.85,Good,G,SI1,64.2,58.0,2244,6.01,5.92,3.83
0.7,Premium,H,VS1,60.5,58.0,2245,5.73,5.77,3.48
0.58,Ideal,G,VVS2,61.9,57.0,2245,5.36,5.33,3.31
0.58,Ideal,F,VS1,60.4,57.0,2245,5.42,5.37,3.26
0.9,Very Good,E,I1,62.4,63.0,2245,6.13,6.01,3.79
0.52,Ideal,F,VS2,62.3,57.0,2246,5.18,5.13,3.21
0.52,Premium,H,VVS2,61.1,59.0,2246,5.21,5.17,3.17
0.8,Good,G,SI2,64.2,55.0,2246,5.89,5.83,3.76
0.71,Very Good,H,SI1,62.9,58.0,2246,5.62,5.66,3.55
0.73,Premium,I,VS2,59.7,59.0,2246,5.81,5.94,3.51
0.8,Fair,G,SI2,61.2,58.0,2246,5.96,5.93,3.64
0.61,Ideal,F,VS1,61.9,57.0,2246,5.42,5.46,3.37
0.72,Very Good,G,SI2,63.3,58.0,2246,5.72,5.68,3.61
0.78,Ideal,G,SI2,61.7,55.0,2246,5.92,5.88,3.64
0.72,Premium,G,SI1,60.6,59.0,2246,5.8,5.76,3.5
0.72,Premium,G,SI1,60.6,62.0,2246,5.81,5.77,3.51
0.72,Very Good,F,SI2,63.1,58.0,2246,5.69,5.63,3.57
0.77,Premium,F,SI2,61.6,58.0,2247,5.9,5.88,3.63
0.53,Ideal,G,IF,61.8,57.0,2247,5.18,5.22,3.21
0.53,Ideal,G,IF,61.4,56.0,2247,5.2,5.24,3.21
0.53,Ideal,G,IF,61.9,56.0,2247,5.18,5.22,3.21
0.7,Good,D,SI2,63.6,62.0,2247,5.61,5.55,3.55
0.61,Ideal,E,VS2,61.9,53.0,2248,5.45,5.5,3.39
0.75,Ideal,F,SI2,59.2,60.0,2248,5.87,5.92,3.49
0.71,Premium,H,VS2,62.0,54.0,2249,5.73,5.69,3.54
0.72,Ideal,J,VVS1,62.5,56.0,2249,5.71,5.74,3.58
0.7,Ideal,I,VS2,61.2,55.0,2249,5.75,5.77,3.53
0.71,Premium,D,SI1,58.1,61.0,2249,5.81,5.79,3.37
0.7,Very Good,F,SI1,62.8,57.0,2250,5.61,5.66,3.54
0.53,Ideal,G,VVS2,61.4,57.0,2250,5.17,5.2,3.18
0.7,Very Good,F,VS2,61.1,62.0,2250,5.64,5.69,3.46
0.53,Ideal,E,VVS2,62.5,57.0,2250,5.12,5.18,3.22
0.6,Ideal,H,VS1,61.3,55.0,2250,5.47,5.49,3.36
0.44,Good,D,VVS1,59.2,57.0,2250,4.96,5.0,2.95
0.75,Premium,G,SI2,63.0,58.0,2250,5.81,5.77,3.62
0.7,Fair,G,VS1,68.5,58.0,2250,5.47,5.34,3.7
0.7,Very Good,F,VS2,63.5,56.0,2250,5.64,5.45,3.52
0.75,Good,J,SI1,63.9,56.0,2250,5.76,5.71,3.66
0.55,Very Good,D,VS1,59.5,56.0,2251,5.35,5.38,3.19
0.7,Premium,H,VS2,61.0,59.0,2251,5.72,5.65,3.47
0.52,Ideal,F,VVS1,59.8,59.0,2251,5.21,5.25,3.13
0.52,Ideal,F,VVS1,61.9,55.0,2251,5.17,5.2,3.21
0.55,Ideal,D,VS1,61.3,56.0,2251,5.28,5.32,3.25
0.71,Good,G,SI1,62.3,56.0,2251,5.68,5.72,3.55
0.61,Premium,D,VS2,62.3,55.0,2251,5.47,5.42,3.39
0.78,Very Good,H,SI2,61.8,59.0,2252,5.85,5.9,3.63
0.72,Very Good,E,SI2,62.3,58.0,2252,5.7,5.76,3.57
0.72,Ideal,H,SI2,60.8,56.0,2252,5.79,5.83,3.53
0.76,Ideal,F,SI2,61.6,57.0,2253,5.91,5.85,3.62
0.7,Good,H,VS2,61.4,56.0,2253,5.73,5.8,3.54
0.52,Very Good,E,VVS2,61.2,58.0,2254,5.17,5.19,3.17
0.59,Very Good,D,VS1,62.6,58.0,2254,5.34,5.39,3.36
0.72,Good,D,SI2,64.1,57.0,2254,5.64,5.71,3.64
0.52,Ideal,G,VS2,62.0,55.0,2255,5.16,5.19,3.21
0.73,Ideal,F,SI2,61.5,55.0,2255,5.79,5.85,3.58
0.73,Ideal,F,SI2,60.5,59.0,2255,5.83,5.88,3.54
0.71,Ideal,I,SI1,61.4,56.0,2255,5.73,5.77,3.53
0.71,Ideal,I,SI1,61.7,55.0,2255,5.74,5.77,3.55
0.59,Very Good,G,VVS1,61.5,55.0,2256,5.4,5.43,3.33
0.71,Very Good,E,SI2,61.9,63.0,2256,5.69,5.74,3.54
0.58,Ideal,G,VVS1,61.3,56.0,2256,5.36,5.4,3.3
0.73,Premium,E,SI2,62.2,55.0,2256,5.81,5.71,3.58
0.57,Ideal,E,SI1,61.9,57.0,2257,5.35,5.31,3.3
0.7,Very Good,E,SI2,62.0,60.0,2257,5.67,5.72,3.53
0.77,Ideal,J,VS2,62.5,57.0,2257,5.8,5.91,3.66
0.77,Ideal,J,SI1,62.0,57.0,2257,5.84,5.87,3.63
1.01,Premium,F,I1,62.6,57.0,2257,6.42,6.3,3.99
0.71,Ideal,E,SI1,61.6,53.0,2258,5.79,5.73,3.55
0.73,Ideal,J,VS2,62.0,56.0,2258,5.76,5.79,3.58
0.71,Good,G,VS2,64.1,56.0,2258,5.64,5.6,3.6
0.71,Good,F,SI1,64.3,58.0,2258,5.61,5.55,3.59
0.67,Good,D,SI1,63.8,57.0,2258,5.53,5.48,3.51
0.71,Ideal,H,SI2,59.4,57.0,2258,5.87,5.81,3.47
0.71,Very Good,H,SI1,60.1,63.0,2258,5.72,5.69,3.43
0.71,Very Good,H,SI2,63.2,58.0,2259,5.63,5.67,3.57
0.53,Ideal,F,VVS2,61.0,56.0,2259,5.26,5.24,3.2
0.55,Ideal,F,VVS2,60.7,56.0,2259,5.31,5.34,3.23
